LastName	FirstName	DatasetID	Dataset	SpeciesName	AccSpeciesID	AccSpeciesName	ObservationID	ObsDataID	TraitID	TraitName	DataID	DataName	OriglName	OrigValueStr	OrigUnitStr	ValueKindName	OrigUncertaintyStr	UncertaintyName	Replicates	StdValue	UnitName	RelUncertaintyPercent	OrigObsDataID	ErrorRisk	Reference	Comment	StdValueStr	
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741610	25217410			1864	Treatment exposition 2	Treatment exposition 2	Gap											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741610	25217411			413	Plant developmental status / plant age / maturity / plant life stage	Plant developmental status / plant age / maturity / plant life stage	6 years	years										Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php		6	
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741610	25217412			2111	Exposition light / irradiance	Exposition light / irradiance	53.929											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741610	25217413			1828	Site species composition	Site species composition	Mix											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741610	25217416	926	Leaf area index (LAI) of a single plant	384	LAI of respective plant	LAI of respective plant	1.832375738	m2/m2										Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741611	25217426			1614	Study ID; external Dataset ID	Study ID; external Dataset ID	EM123											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741611	25217427			2636	Author: person who measured plant traits or contributed dataset to the external database	Author: person who measured plant traits or contributed dataset to the external database	Isabelle Aubin											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741611	25217428			241	Measurement date / sampling date	Measurement date / sampling date	1995											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741611	25217429			59	Latitude	Latitude	48d 30m N											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741611	25217430			60	Longitude	Longitude	79d  27m W											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741611	25217431			3007	External Observation ID	External Observation ID	6777											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741611	25217432			113	Reference / source	Reference / source / PI	Aubin, I., C. Messier, and D. Kneeshaw. 2005. Population structure and growth acclimation of mo ...											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741611	25217434			2937	Part of plant measured	Part of plant measured	Branch (annual growth)											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741611	25217436			3885	Time since fire	Time since fire	172											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741611	25217439			1864	Treatment exposition 2	Treatment exposition 2	Gap											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741611	25217440			413	Plant developmental status / plant age / maturity / plant life stage	Plant developmental status / plant age / maturity / plant life stage	7 years	years										Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php		7	
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741611	25217441			2111	Exposition light / irradiance	Exposition light / irradiance	53.929											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741611	25217442			1828	Site species composition	Site species composition	Mix											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741611	25217445	926	Leaf area index (LAI) of a single plant	384	LAI of respective plant	LAI of respective plant	2.089276482	m2/m2										Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741612	25217455			1614	Study ID; external Dataset ID	Study ID; external Dataset ID	EM123											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741612	25217456			2636	Author: person who measured plant traits or contributed dataset to the external database	Author: person who measured plant traits or contributed dataset to the external database	Isabelle Aubin											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741612	25217457			241	Measurement date / sampling date	Measurement date / sampling date	1995											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741612	25217458			59	Latitude	Latitude	48d 30m N											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741612	25217459			60	Longitude	Longitude	79d  27m W											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741612	25217460			3007	External Observation ID	External Observation ID	6778											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741612	25217461			113	Reference / source	Reference / source / PI	Aubin, I., C. Messier, and D. Kneeshaw. 2005. Population structure and growth acclimation of mo ...											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741612	25217463			2937	Part of plant measured	Part of plant measured	Branch (annual growth)											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741612	25217465			3885	Time since fire	Time since fire	172											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741612	25217468			1864	Treatment exposition 2	Treatment exposition 2	Gap											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741612	25217469			413	Plant developmental status / plant age / maturity / plant life stage	Plant developmental status / plant age / maturity / plant life stage	6 years	years										Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php		6	
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741612	25217470			2111	Exposition light / irradiance	Exposition light / irradiance	53.929											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741612	25217471			1828	Site species composition	Site species composition	Mix											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741612	25217474	926	Leaf area index (LAI) of a single plant	384	LAI of respective plant	LAI of respective plant	1.150821704	m2/m2										Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741613	25217484			1614	Study ID; external Dataset ID	Study ID; external Dataset ID	EM123											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741613	25217485			2636	Author: person who measured plant traits or contributed dataset to the external database	Author: person who measured plant traits or contributed dataset to the external database	Isabelle Aubin											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741613	25217486			241	Measurement date / sampling date	Measurement date / sampling date	1995											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741613	25217487			59	Latitude	Latitude	48d 30m N											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741613	25217488			60	Longitude	Longitude	79d  27m W											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741613	25217489			3007	External Observation ID	External Observation ID	6779											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741613	25217490			113	Reference / source	Reference / source / PI	Aubin, I., C. Messier, and D. Kneeshaw. 2005. Population structure and growth acclimation of mo ...											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741613	25217492			2937	Part of plant measured	Part of plant measured	Branch (annual growth)											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741613	25217494			3885	Time since fire	Time since fire	172											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741613	25217497			1864	Treatment exposition 2	Treatment exposition 2	Open											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741613	25217498			413	Plant developmental status / plant age / maturity / plant life stage	Plant developmental status / plant age / maturity / plant life stage	7 years	years										Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php		7	
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741613	25217499			2111	Exposition light / irradiance	Exposition light / irradiance	49.6											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741613	25217500			1828	Site species composition	Site species composition	Mix											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741613	25217503	926	Leaf area index (LAI) of a single plant	384	LAI of respective plant	LAI of respective plant	2.675050251	m2/m2										Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741614	25217513			1614	Study ID; external Dataset ID	Study ID; external Dataset ID	EM123											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741614	25217514			2636	Author: person who measured plant traits or contributed dataset to the external database	Author: person who measured plant traits or contributed dataset to the external database	Isabelle Aubin											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
Aubin	Isabelle	292	TOPIC (Traits of Plants in Canada)	Acer spicatum	869	Acer spicatum	2741614	25217515			241	Measurement date / sampling date	Measurement date / sampling date	1995											Aubin, I., Messier, C., Gachet, S., Lawrence, K., McKenney, D., Arseneault, A., Bell, W., De Grandpré, L., Shipley, B., Ricard, J.P. and Munson, A.D., 2012. TOPIC–traits of plants in Canada. Natural Resources Canada, Canadian Forest Service, Sault Ste. Marie, Ontario. Online [URL] TOPIC website :http://cfs.cloud.nrcan.gc.ca/ctn/topic.php			
