id,species,accepted_name,gbif_taxon_key,family,order,common_name,growth_form,landscape_category,leaf_phenology,native_region,native_koppen,lai_mean,lai_min,lai_max,lai_sd,lai_n,lai_method,lai_context,lai_measurement_koppen,pft,tier,tier_source,urban_context,sources,notes,entry_date,data_version,ai_assisted,ai_model
22400,Yucca potosina,,,,,,shrub,Shrub,evergreen,,"Cfa,Cwa,Cwb",4.0,2.0,6.5,,0,PFT-inferred,inferred,,SuBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Asparagaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Yucca GBIF accepted species. PFT: SuBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
22401,Yucca pruinosa,,,,,,shrub,Shrub,evergreen,,"Cfa,Cwa,Cwb",4.0,2.0,6.5,,0,PFT-inferred,inferred,,SuBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Agavaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Yucca GBIF accepted species. PFT: SuBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
22402,Yucca queretaroensis,,,,,,shrub,Shrub,evergreen,,"Cfa,Cwa,Cwb",4.0,2.0,6.5,,0,PFT-inferred,inferred,,SuBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Asparagaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Yucca GBIF accepted species. PFT: SuBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
22403,Yucca quinnarjenii,,,,,,shrub,Shrub,evergreen,,"Cfa,Cwa,Cwb",4.0,2.0,6.5,,0,PFT-inferred,inferred,,SuBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Asparagaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Yucca GBIF accepted species. PFT: SuBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
22404,Yucca radiosa,,,,,,shrub,Shrub,evergreen,,"Cfa,Cwa,Cwb",4.0,2.0,6.5,,0,PFT-inferred,inferred,,SuBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Agavaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Yucca GBIF accepted species. PFT: SuBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
22405,Yucca recurvifolia,,,,,,shrub,Shrub,evergreen,,"Cfa,Cwa,Cwb",4.0,2.0,6.5,,0,PFT-inferred,inferred,,SuBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Asparagaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Yucca GBIF accepted species. PFT: SuBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
22406,Yucca reverchonii,,,,,,shrub,Shrub,evergreen,,"Cfa,Cwa,Cwb",4.0,2.0,6.5,,0,PFT-inferred,inferred,,SuBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Asparagaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Yucca GBIF accepted species. PFT: SuBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
22407,Yucca rigida,,,,,,shrub,Shrub,evergreen,,"Cfa,Cwa,Cwb",4.0,2.0,6.5,,0,PFT-inferred,inferred,,SuBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Asparagaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Yucca GBIF accepted species. PFT: SuBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
22408,Yucca rostrata,,,,,,shrub,Shrub,evergreen,,"Cfa,Cwa,Cwb",4.0,2.0,6.5,,0,PFT-inferred,inferred,,SuBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Asparagaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Yucca GBIF accepted species. PFT: SuBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
22409,Yucca rupicola,,,,,,shrub,Shrub,evergreen,,"Cfa,Cwa,Cwb",4.0,2.0,6.5,,0,PFT-inferred,inferred,,SuBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Asparagaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Yucca GBIF accepted species. PFT: SuBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
22410,Yucca schidigera,,,,,,shrub,Shrub,evergreen,,"Cfa,Cwa,Cwb",4.0,2.0,6.5,,0,PFT-inferred,inferred,,SuBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Asparagaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Yucca GBIF accepted species. PFT: SuBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
22411,Yucca schottii,,,,,,shrub,Shrub,evergreen,,"Cfa,Cwa,Cwb",4.0,2.0,6.5,,0,PFT-inferred,inferred,,SuBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Asparagaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Yucca GBIF accepted species. PFT: SuBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
22412,Yucca smaragdina,,,,,,shrub,Shrub,evergreen,,"Cfa,Cwa,Cwb",4.0,2.0,6.5,,0,PFT-inferred,inferred,,SuBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Asparagaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Yucca GBIF accepted species. PFT: SuBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
22413,Yucca spec.,,,,,,shrub,Shrub,evergreen,,"Cfa,Cwa,Cwb",4.0,2.0,6.5,,0,PFT-inferred,inferred,,SuBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Asparagaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Yucca GBIF accepted species. PFT: SuBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
22414,Yucca spinosa,,,,,,shrub,Shrub,evergreen,,"Cfa,Cwa,Cwb",4.0,2.0,6.5,,0,PFT-inferred,inferred,,SuBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Agavaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Yucca GBIF accepted species. PFT: SuBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
22415,Yucca sprengeri,,,,,,shrub,Shrub,evergreen,,"Cfa,Cwa,Cwb",4.0,2.0,6.5,,0,PFT-inferred,inferred,,SuBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Asparagaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Yucca GBIF accepted species. PFT: SuBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
22416,Yucca striata,,,,,,shrub,Shrub,evergreen,,"Cfa,Cwa,Cwb",4.0,2.0,6.5,,0,PFT-inferred,inferred,,SuBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Agavaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Yucca GBIF accepted species. PFT: SuBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
22417,Yucca superba,,,,,,shrub,Shrub,evergreen,,"Cfa,Cwa,Cwb",4.0,2.0,6.5,,0,PFT-inferred,inferred,,SuBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Agavaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Yucca GBIF accepted species. PFT: SuBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
22418,Yucca tenuistyla,,,,,,shrub,Shrub,evergreen,,"Cfa,Cwa,Cwb",4.0,2.0,6.5,,0,PFT-inferred,inferred,,SuBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Asparagaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Yucca GBIF accepted species. PFT: SuBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
22419,Yucca thompsoniana,,,,,,shrub,Shrub,evergreen,,"Cfa,Cwa,Cwb",4.0,2.0,6.5,,0,PFT-inferred,inferred,,SuBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Asparagaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Yucca GBIF accepted species. PFT: SuBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
22420,Yucca toftiae,,,,,,shrub,Shrub,evergreen,,"Cfa,Cwa,Cwb",4.0,2.0,6.5,,0,PFT-inferred,inferred,,SuBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: ASPARAGACEAE. PFT LAI: Bonan (2008) Science 320:1444",Genus Yucca GBIF accepted species. PFT: SuBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
22421,Yucca torreyi,,,,,,shrub,Shrub,evergreen,,"Cfa,Cwa,Cwb",4.0,2.0,6.5,,0,PFT-inferred,inferred,,SuBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: . PFT LAI: Bonan (2008) Science 320:1444",Genus Yucca GBIF accepted species. PFT: SuBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
22422,Yucca tortulata,,,,,,shrub,Shrub,evergreen,,"Cfa,Cwa,Cwb",4.0,2.0,6.5,,0,PFT-inferred,inferred,,SuBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Agavaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Yucca GBIF accepted species. PFT: SuBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
22423,Yucca treculeana,,,,,,shrub,Shrub,evergreen,,"Cfa,Cwa,Cwb",4.0,2.0,6.5,,0,PFT-inferred,inferred,,SuBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Asparagaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Yucca GBIF accepted species. PFT: SuBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
22424,Yucca treculiana,,,,,,shrub,Shrub,evergreen,,"Cfa,Cwa,Cwb",4.0,2.0,6.5,,0,PFT-inferred,inferred,,SuBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Asparagaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Yucca GBIF accepted species. PFT: SuBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
22425,Yucca treleasei,,,,,,shrub,Shrub,evergreen,,"Cfa,Cwa,Cwb",4.0,2.0,6.5,,0,PFT-inferred,inferred,,SuBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Asparagaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Yucca GBIF accepted species. PFT: SuBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
22426,Yucca utahensis,,,,,,shrub,Shrub,evergreen,,"Cfa,Cwa,Cwb",4.0,2.0,6.5,,0,PFT-inferred,inferred,,SuBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Asparagaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Yucca GBIF accepted species. PFT: SuBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
22427,Yucca valida,,,,,,shrub,Shrub,evergreen,,"Cfa,Cwa,Cwb",4.0,2.0,6.5,,0,PFT-inferred,inferred,,SuBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Asparagaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Yucca GBIF accepted species. PFT: SuBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
22428,Yucca virescens,,,,,,shrub,Shrub,evergreen,,"Cfa,Cwa,Cwb",4.0,2.0,6.5,,0,PFT-inferred,inferred,,SuBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Asparagaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Yucca GBIF accepted species. PFT: SuBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
22429,Yucca whipplei,,,,,,shrub,Shrub,evergreen,,"Cfa,Cwa,Cwb",4.0,2.0,6.5,,0,PFT-inferred,inferred,,SuBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Asparagaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Yucca GBIF accepted species. PFT: SuBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
22430,Yucca yucatana,,,,,,shrub,Shrub,evergreen,,"Cfa,Cwa,Cwb",4.0,2.0,6.5,,0,PFT-inferred,inferred,,SuBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Agavaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Yucca GBIF accepted species. PFT: SuBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
22431,Acacia abbatiana,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",2.685,0.1,9.9,2.936,11,genus-mean,inferred,,TrBE,3,Genus_Mean,UNKNOWN,Genus mean derived from 11 measured species in ORNL DAAC (Scurlock et al. 2001) and/or TRY Database (Kattge et al. 2020). See Tier 1/2 records for genus Acacia.,"LAI inferred from genus mean of 11 measured congener(s). Mean=2.685, Min=0.1, Max=9.9. Apply with caution; species-level variation may be substantial.",2026-05-25,1.1.0,False,
22432,Acacia acanthoclada,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",2.685,0.1,9.9,2.936,11,genus-mean,inferred,,TrBE,3,Genus_Mean,UNKNOWN,Genus mean derived from 11 measured species in ORNL DAAC (Scurlock et al. 2001) and/or TRY Database (Kattge et al. 2020). See Tier 1/2 records for genus Acacia.,"LAI inferred from genus mean of 11 measured congener(s). Mean=2.685, Min=0.1, Max=9.9. Apply with caution; species-level variation may be substantial.",2026-05-25,1.1.0,False,
22433,Acacia acradenia,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",2.685,0.1,9.9,2.936,11,genus-mean,inferred,,TrBE,3,Genus_Mean,UNKNOWN,Genus mean derived from 11 measured species in ORNL DAAC (Scurlock et al. 2001) and/or TRY Database (Kattge et al. 2020). See Tier 1/2 records for genus Acacia.,"LAI inferred from genus mean of 11 measured congener(s). Mean=2.685, Min=0.1, Max=9.9. Apply with caution; species-level variation may be substantial.",2026-05-25,1.1.0,False,
22434,Acacia acuaria,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",2.685,0.1,9.9,2.936,11,genus-mean,inferred,,TrBE,3,Genus_Mean,UNKNOWN,Genus mean derived from 11 measured species in ORNL DAAC (Scurlock et al. 2001) and/or TRY Database (Kattge et al. 2020). See Tier 1/2 records for genus Acacia.,"LAI inferred from genus mean of 11 measured congener(s). Mean=2.685, Min=0.1, Max=9.9. Apply with caution; species-level variation may be substantial.",2026-05-25,1.1.0,False,
22435,Acacia acuminata,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",2.685,0.1,9.9,2.936,11,genus-mean,inferred,,TrBE,3,Genus_Mean,UNKNOWN,Genus mean derived from 11 measured species in ORNL DAAC (Scurlock et al. 2001) and/or TRY Database (Kattge et al. 2020). See Tier 1/2 records for genus Acacia.,"LAI inferred from genus mean of 11 measured congener(s). Mean=2.685, Min=0.1, Max=9.9. Apply with caution; species-level variation may be substantial.",2026-05-25,1.1.0,False,
22436,Acacia adansoni,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",2.685,0.1,9.9,2.936,11,genus-mean,inferred,,TrBE,3,Genus_Mean,UNKNOWN,Genus mean derived from 11 measured species in ORNL DAAC (Scurlock et al. 2001) and/or TRY Database (Kattge et al. 2020). See Tier 1/2 records for genus Acacia.,"LAI inferred from genus mean of 11 measured congener(s). Mean=2.685, Min=0.1, Max=9.9. Apply with caution; species-level variation may be substantial.",2026-05-25,1.1.0,False,
22437,Acacia adinophylla,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",2.685,0.1,9.9,2.936,11,genus-mean,inferred,,TrBE,3,Genus_Mean,UNKNOWN,Genus mean derived from 11 measured species in ORNL DAAC (Scurlock et al. 2001) and/or TRY Database (Kattge et al. 2020). See Tier 1/2 records for genus Acacia.,"LAI inferred from genus mean of 11 measured congener(s). Mean=2.685, Min=0.1, Max=9.9. Apply with caution; species-level variation may be substantial.",2026-05-25,1.1.0,False,
22438,Acacia adnata,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",2.685,0.1,9.9,2.936,11,genus-mean,inferred,,TrBE,3,Genus_Mean,UNKNOWN,Genus mean derived from 11 measured species in ORNL DAAC (Scurlock et al. 2001) and/or TRY Database (Kattge et al. 2020). See Tier 1/2 records for genus Acacia.,"LAI inferred from genus mean of 11 measured congener(s). Mean=2.685, Min=0.1, Max=9.9. Apply with caution; species-level variation may be substantial.",2026-05-25,1.1.0,False,
22439,Acacia adsurgens,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",2.685,0.1,9.9,2.936,11,genus-mean,inferred,,TrBE,3,Genus_Mean,UNKNOWN,Genus mean derived from 11 measured species in ORNL DAAC (Scurlock et al. 2001) and/or TRY Database (Kattge et al. 2020). See Tier 1/2 records for genus Acacia.,"LAI inferred from genus mean of 11 measured congener(s). Mean=2.685, Min=0.1, Max=9.9. Apply with caution; species-level variation may be substantial.",2026-05-25,1.1.0,False,
22440,Acacia alleniana,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",2.685,0.1,9.9,2.936,11,genus-mean,inferred,,TrBE,3,Genus_Mean,UNKNOWN,Genus mean derived from 11 measured species in ORNL DAAC (Scurlock et al. 2001) and/or TRY Database (Kattge et al. 2020). See Tier 1/2 records for genus Acacia.,"LAI inferred from genus mean of 11 measured congener(s). Mean=2.685, Min=0.1, Max=9.9. Apply with caution; species-level variation may be substantial.",2026-05-25,1.1.0,False,
22441,Acacia amblygona,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",2.685,0.1,9.9,2.936,11,genus-mean,inferred,,TrBE,3,Genus_Mean,UNKNOWN,Genus mean derived from 11 measured species in ORNL DAAC (Scurlock et al. 2001) and/or TRY Database (Kattge et al. 2020). See Tier 1/2 records for genus Acacia.,"LAI inferred from genus mean of 11 measured congener(s). Mean=2.685, Min=0.1, Max=9.9. Apply with caution; species-level variation may be substantial.",2026-05-25,1.1.0,False,
22442,Acacia ammobia,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",2.685,0.1,9.9,2.936,11,genus-mean,inferred,,TrBE,3,Genus_Mean,UNKNOWN,Genus mean derived from 11 measured species in ORNL DAAC (Scurlock et al. 2001) and/or TRY Database (Kattge et al. 2020). See Tier 1/2 records for genus Acacia.,"LAI inferred from genus mean of 11 measured congener(s). Mean=2.685, Min=0.1, Max=9.9. Apply with caution; species-level variation may be substantial.",2026-05-25,1.1.0,False,
22443,Acacia amoena,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",2.685,0.1,9.9,2.936,11,genus-mean,inferred,,TrBE,3,Genus_Mean,UNKNOWN,Genus mean derived from 11 measured species in ORNL DAAC (Scurlock et al. 2001) and/or TRY Database (Kattge et al. 2020). See Tier 1/2 records for genus Acacia.,"LAI inferred from genus mean of 11 measured congener(s). Mean=2.685, Min=0.1, Max=9.9. Apply with caution; species-level variation may be substantial.",2026-05-25,1.1.0,False,
22444,Acacia ampliceps,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",2.685,0.1,9.9,2.936,11,genus-mean,inferred,,TrBE,3,Genus_Mean,UNKNOWN,Genus mean derived from 11 measured species in ORNL DAAC (Scurlock et al. 2001) and/or TRY Database (Kattge et al. 2020). See Tier 1/2 records for genus Acacia.,"LAI inferred from genus mean of 11 measured congener(s). Mean=2.685, Min=0.1, Max=9.9. Apply with caution; species-level variation may be substantial.",2026-05-25,1.1.0,False,
22445,Acacia amyctica,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",2.685,0.1,9.9,2.936,11,genus-mean,inferred,,TrBE,3,Genus_Mean,UNKNOWN,Genus mean derived from 11 measured species in ORNL DAAC (Scurlock et al. 2001) and/or TRY Database (Kattge et al. 2020). See Tier 1/2 records for genus Acacia.,"LAI inferred from genus mean of 11 measured congener(s). Mean=2.685, Min=0.1, Max=9.9. Apply with caution; species-level variation may be substantial.",2026-05-25,1.1.0,False,
22446,Acacia anarthros,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",2.685,0.1,9.9,2.936,11,genus-mean,inferred,,TrBE,3,Genus_Mean,UNKNOWN,Genus mean derived from 11 measured species in ORNL DAAC (Scurlock et al. 2001) and/or TRY Database (Kattge et al. 2020). See Tier 1/2 records for genus Acacia.,"LAI inferred from genus mean of 11 measured congener(s). Mean=2.685, Min=0.1, Max=9.9. Apply with caution; species-level variation may be substantial.",2026-05-25,1.1.0,False,
22447,Acacia anaticeps,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",2.685,0.1,9.9,2.936,11,genus-mean,inferred,,TrBE,3,Genus_Mean,UNKNOWN,Genus mean derived from 11 measured species in ORNL DAAC (Scurlock et al. 2001) and/or TRY Database (Kattge et al. 2020). See Tier 1/2 records for genus Acacia.,"LAI inferred from genus mean of 11 measured congener(s). Mean=2.685, Min=0.1, Max=9.9. Apply with caution; species-level variation may be substantial.",2026-05-25,1.1.0,False,
22448,Acacia anceps,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",2.685,0.1,9.9,2.936,11,genus-mean,inferred,,TrBE,3,Genus_Mean,UNKNOWN,Genus mean derived from 11 measured species in ORNL DAAC (Scurlock et al. 2001) and/or TRY Database (Kattge et al. 2020). See Tier 1/2 records for genus Acacia.,"LAI inferred from genus mean of 11 measured congener(s). Mean=2.685, Min=0.1, Max=9.9. Apply with caution; species-level variation may be substantial.",2026-05-25,1.1.0,False,
22449,Acacia andrewsii,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",2.685,0.1,9.9,2.936,11,genus-mean,inferred,,TrBE,3,Genus_Mean,UNKNOWN,Genus mean derived from 11 measured species in ORNL DAAC (Scurlock et al. 2001) and/or TRY Database (Kattge et al. 2020). See Tier 1/2 records for genus Acacia.,"LAI inferred from genus mean of 11 measured congener(s). Mean=2.685, Min=0.1, Max=9.9. Apply with caution; species-level variation may be substantial.",2026-05-25,1.1.0,False,
22450,Acacia anegadensis,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",2.685,0.1,9.9,2.936,11,genus-mean,inferred,,TrBE,3,Genus_Mean,UNKNOWN,Genus mean derived from 11 measured species in ORNL DAAC (Scurlock et al. 2001) and/or TRY Database (Kattge et al. 2020). See Tier 1/2 records for genus Acacia.,"LAI inferred from genus mean of 11 measured congener(s). Mean=2.685, Min=0.1, Max=9.9. Apply with caution; species-level variation may be substantial.",2026-05-25,1.1.0,False,
22451,Acacia anfractuosa,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",2.685,0.1,9.9,2.936,11,genus-mean,inferred,,TrBE,3,Genus_Mean,UNKNOWN,Genus mean derived from 11 measured species in ORNL DAAC (Scurlock et al. 2001) and/or TRY Database (Kattge et al. 2020). See Tier 1/2 records for genus Acacia.,"LAI inferred from genus mean of 11 measured congener(s). Mean=2.685, Min=0.1, Max=9.9. Apply with caution; species-level variation may be substantial.",2026-05-25,1.1.0,False,
22452,Acacia anthochaera,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",2.685,0.1,9.9,2.936,11,genus-mean,inferred,,TrBE,3,Genus_Mean,UNKNOWN,Genus mean derived from 11 measured species in ORNL DAAC (Scurlock et al. 2001) and/or TRY Database (Kattge et al. 2020). See Tier 1/2 records for genus Acacia.,"LAI inferred from genus mean of 11 measured congener(s). Mean=2.685, Min=0.1, Max=9.9. Apply with caution; species-level variation may be substantial.",2026-05-25,1.1.0,False,
22453,Acacia aphanoclada,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",2.685,0.1,9.9,2.936,11,genus-mean,inferred,,TrBE,3,Genus_Mean,UNKNOWN,Genus mean derived from 11 measured species in ORNL DAAC (Scurlock et al. 2001) and/or TRY Database (Kattge et al. 2020). See Tier 1/2 records for genus Acacia.,"LAI inferred from genus mean of 11 measured congener(s). Mean=2.685, Min=0.1, Max=9.9. Apply with caution; species-level variation may be substantial.",2026-05-25,1.1.0,False,
22454,Acacia aphylla,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",2.685,0.1,9.9,2.936,11,genus-mean,inferred,,TrBE,3,Genus_Mean,UNKNOWN,Genus mean derived from 11 measured species in ORNL DAAC (Scurlock et al. 2001) and/or TRY Database (Kattge et al. 2020). See Tier 1/2 records for genus Acacia.,"LAI inferred from genus mean of 11 measured congener(s). Mean=2.685, Min=0.1, Max=9.9. Apply with caution; species-level variation may be substantial.",2026-05-25,1.1.0,False,
22455,Acacia araneosa,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",2.685,0.1,9.9,2.936,11,genus-mean,inferred,,TrBE,3,Genus_Mean,UNKNOWN,Genus mean derived from 11 measured species in ORNL DAAC (Scurlock et al. 2001) and/or TRY Database (Kattge et al. 2020). See Tier 1/2 records for genus Acacia.,"LAI inferred from genus mean of 11 measured congener(s). Mean=2.685, Min=0.1, Max=9.9. Apply with caution; species-level variation may be substantial.",2026-05-25,1.1.0,False,
22456,Acacia areolata,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",2.685,0.1,9.9,2.936,11,genus-mean,inferred,,TrBE,3,Genus_Mean,UNKNOWN,Genus mean derived from 11 measured species in ORNL DAAC (Scurlock et al. 2001) and/or TRY Database (Kattge et al. 2020). See Tier 1/2 records for genus Acacia.,"LAI inferred from genus mean of 11 measured congener(s). Mean=2.685, Min=0.1, Max=9.9. Apply with caution; species-level variation may be substantial.",2026-05-25,1.1.0,False,
